Chrom.1,
UV,
ml,mAU
98.588867,-0.034926
98.615509,-0.032451
98.642181,-0.03084
98.668823,-0.030405
98.695465,-0.030329
98.722107,-0.031965
98.748749,-0.032607
98.775391,-0.032427
98.802032,-0.03484
98.828674,-0.035816
98.855316,-0.035111
98.881958,-0.034172
98.9086,-0.033121
98.935272,-0.032318
98.961914,-0.03206
98.988556,-0.030607
99.015198,-0.031896
99.04184,-0.032939
99.068481,-0.034199
99.095123,-0.035793
99.121765,-0.035402
99.148407,-0.035368
99.175049,-0.034589
99.201721,-0.034805
99.228363,-0.034139
99.255005,-0.033379
99.281647,-0.03134
99.308289,-0.033873
99.33493,-0.034204
99.361572,-0.033155
99.388214,-0.035638
99.414856,-0.034438
99.441498,-0.033435
99.46814,-0.031875
99.494812,-0.030487
99.521454,-0.031373
99.548096,-0.030894
99.574738,-0.031109
99.601379,-0.033626
99.628021,-0.034378
99.654663,-0.037132
99.681305,-0.037732
99.707947,-0.03961
99.734589,-0.038802
99.761261,-0.037148
99.787903,-0.037718
99.814545,-0.039797
99.841187,-0.038694
99.867828,-0.037028
99.89447,-0.033892
99.921112,-0.030507
99.947754,-0.0294
99.974396,-0.023869
100.001038,-0.022701
100.027679,-0.022727
100.054352,-0.024109
100.080994,-0.025801
100.107635,-0.027885
100.134277,-0.033287
100.160919,-0.036508
100.187561,-0.039017
100.214203,-0.040131
100.240845,-0.041715
100.267487,-0.040881
100.294128,-0.03948
100.320801,-0.038942
100.347443,-0.039505
100.374084,-0.039166
100.400726,-0.035227
100.427368,-0.03471
100.45401,-0.030846
100.480652,-0.029862
100.507294,-0.028582
100.533936,-0.031282
100.560577,-0.033256
100.587219,-0.035873
100.613892,-0.038663
100.640533,-0.039785
100.667175,-0.040264
100.693817,-0.036538
100.720459,-0.035885
100.747101,-0.035115
100.773743,-0.03387
100.800385,-0.030674
100.827026,-0.030419
100.853668,-0.032327
100.880341,-0.031105
100.906982,-0.031
100.933624,-0.031008
100.960266,-0.031506
100.986908,-0.032514
101.01355,-0.032718
101.040192,-0.034326
101.066833,-0.03575
101.093475,-0.034226
101.120117,-0.038192
101.146759,-0.037469
101.173431,-0.036584
101.200073,-0.035758
101.226715,-0.033782
101.253357,-0.034169
101.279999,-0.03205
101.306641,-0.03183
101.333282,-0.034451
101.359924,-0.033158
101.386566,-0.03432
101.413208,-0.033678
101.43988,-0.032829
101.466522,-0.031757
101.493164,-0.031204
101.519806,-0.033879
101.546448,-0.034526
101.57309,-0.035345
101.599731,-0.037325
101.626373,-0.036613
101.653015,-0.03201
101.679657,-0.027424
101.706299,-0.026268
101.732971,-0.025748
101.759613,-0.026238
101.786255,-0.026551
101.812897,-0.031162
101.839539,-0.031289
101.86618,-0.032631
101.892822,-0.033256
101.919464,-0.03062
101.946106,-0.031627
101.972748,-0.032041
101.99942,-0.032101
102.026062,-0.031985
102.052704,-0.03181
102.079346,-0.031746
102.105988,-0.032593
102.132629,-0.033624
102.159271,-0.036062
102.185913,-0.038321
102.212555,-0.038994
102.239197,-0.040412
102.265839,-0.040533
102.292511,-0.040324
102.319153,-0.039598
102.345795,-0.035313
102.372437,-0.032662
102.399078,-0.033688
102.42572,-0.031839
102.452362,-0.029803
102.479004,-0.028148
102.505646,-0.025273
102.532288,-0.025496
102.558929,-0.027521
102.585602,-0.027096
102.612244,-0.029033
102.638885,-0.030657
102.665527,-0.034203
102.692169,-0.034546
102.718811,-0.032605
102.745453,-0.031147
102.772095,-0.030219
102.798737,-0.029037
102.825378,-0.027993
102.852051,-0.028984
102.878693,-0.028024
102.905334,-0.028496
102.931976,-0.027373
102.958618,-0.025827
102.98526,-0.023731
103.011902,-0.026365
103.038544,-0.027958
103.065186,-0.028553
103.091827,-0.027145
103.118469,-0.029478
103.145142,-0.031527
103.171783,-0.027996
103.198425,-0.025489
103.225067,-0.023994
103.251709,-0.025257
103.278351,-0.025405
103.304993,-0.021801
103.331635,-0.023239
103.358276,-0.02391
103.384918,-0.025591
103.411591,-0.026744
103.438232,-0.027338
103.464874,-0.025401
103.491516,-0.025413
103.518158,-0.023784
103.5448,-0.022076
103.571442,-0.022219
103.598083,-0.022532
103.624725,-0.023066
103.651367,-0.024335
103.678009,-0.022879
103.704681,-0.022888
103.731323,-0.023466
103.757965,-0.022705
103.784607,-0.022014
103.811249,-0.021628
103.837891,-0.022024
103.864532,-0.022806
103.891174,-0.02018
103.917816,-0.017399
103.944458,-0.016789
103.97113,-0.017465
103.997772,-0.018272
104.024414,-0.019324
104.051056,-0.020588
104.077698,-0.021085
104.10434,-0.021461
104.130981,-0.021606
104.157623,-0.020564
104.184265,-0.016463
104.210907,-0.015563
104.237549,-0.014479
104.264221,-0.013486
104.290863,-0.009774
104.317505,-0.009651
104.344147,-0.010612
104.370789,-0.011218
104.39743,-0.011237
104.424072,-0.01011
104.450714,-0.009895
104.477356,-0.00849
104.503998,-0.005123
104.53067,-0.00396
104.557312,-0.001569
104.583954,-0.000601
104.610596,0.00008
104.637238,0.000734
104.663879,0.001405
104.690521,0.005679
104.717163,0.006388
104.743805,0.00677
104.770447,0.009037
104.797089,0.010712
104.823761,0.013766
104.850403,0.015996
104.877045,0.017612
104.903687,0.019537
104.930328,0.021672
104.95697,0.024925
104.983612,0.026826
105.010254,0.027696
105.036896,0.031064
105.063538,0.0334
105.09021,0.036559
105.116852,0.039259
105.143494,0.046402
105.170135,0.049675
105.196777,0.051194
105.223419,0.054464
105.250061,0.05953
105.276703,0.060451
105.303345,0.061155
105.329987,0.062531
105.356628,0.064277
105.383301,0.066048
105.409943,0.069504
105.436584,0.073674
105.463226,0.077461
105.489868,0.081065
105.51651,0.085158
105.543152,0.090619
105.569794,0.095399
105.596436,0.099486
105.623077,0.104741
105.64975,0.10894
105.676392,0.115581
105.703033,0.120351
105.729675,0.122728
105.756317,0.125536
105.782959,0.130231
105.809601,0.137124
105.836243,0.141674
105.862885,0.148371
105.889526,0.155145
105.916168,0.161848
105.942841,0.166855
105.969482,0.172189
105.996124,0.179949
106.022766,0.184603
106.049408,0.191531
106.07605,0.199762
106.102692,0.208004
106.129333,0.213972
106.155975,0.21973
106.182617,0.225596
106.20929,0.231308
106.235931,0.237356
106.262573,0.243169
106.289215,0.251087
106.315857,0.258521
106.342499,0.265912
106.369141,0.272393
106.395782,0.280539
106.422424,0.287237
106.449066,0.294013
106.475708,0.29927
106.50238,0.307473
106.529022,0.315823
106.555664,0.325531
106.582306,0.336325
106.608948,0.347332
106.63559,0.35672
106.662231,0.3662
106.688873,0.377259
106.715515,0.386734
106.742157,0.394984
106.768829,0.402565
106.795471,0.412751
106.822113,0.422662
106.848755,0.432998
106.875397,0.44253
106.902039,0.452103
106.92868,0.462547
106.955322,0.473731
106.981964,0.484911
107.008606,0.495681
107.035248,0.505741
107.06192,0.517909
107.088562,0.528914
107.115204,0.540644
107.141846,0.553382
107.168488,0.565722
107.195129,0.578898
107.221771,0.588383
107.248413,0.598965
107.275055,0.609241
107.301697,0.617734
107.328369,0.628333
107.355011,0.638111
107.381653,0.649957
107.408295,0.664707
107.434937,0.677002
107.461578,0.691958
107.48822,0.705031
107.514862,0.716138
107.541504,0.727291
107.568146,0.738332
107.594788,0.751234
107.62146,0.76296
107.648102,0.775625
107.674744,0.791296
107.701385,0.807125
107.728027,0.821002
107.754669,0.833689
107.781311,0.846094
107.807953,0.858853
107.834595,0.869952
107.861237,0.881596
107.887909,0.894968
107.914551,0.908295
107.941193,0.924025
107.967834,0.939522
107.994476,0.955317
108.021118,0.968229
108.04776,0.982358
108.074402,0.996971
108.101044,1.008837
108.127686,1.021418
108.154327,1.03591
108.181,1.050873
108.207642,1.062091
108.234283,1.076397
108.260925,1.091035
108.287567,1.103712
108.314209,1.116393
108.340851,1.130013
108.367493,1.144462
108.394135,1.158488
108.420776,1.173442
108.447449,1.1901
108.474091,1.205232
108.500732,1.218764
108.527374,1.232461
108.554016,1.245719
108.580658,1.259043
108.6073,1.272062
108.633942,1.284253
108.660583,1.297877
108.687225,1.313715
108.713867,1.329927
108.74054,1.345517
108.767181,1.360229
108.793823,1.373084
108.820465,1.388413
108.847107,1.402673
108.873749,1.416379
108.900391,1.430511
108.927032,1.446083
108.953674,1.462245
108.980316,1.477522
109.006989,1.494008
109.03363,1.506886
109.060272,1.519697
109.086914,1.533622
109.113556,1.546394
109.140198,1.560287
109.16684,1.574655
109.193481,1.591794
109.220123,1.607902
109.246765,1.619813
109.273407,1.634033
109.300079,1.648163
109.326721,1.660808
109.353363,1.673147
109.380005,1.687006
109.406647,1.703069
109.433289,1.718754
109.45993,1.734603
109.486572,1.753111
109.513214,1.77071
109.539856,1.785642
109.566528,1.800306
109.59317,1.813909
109.619812,1.828467
109.646454,1.843115
109.673096,1.856271
109.699738,1.867018
109.726379,1.879767
109.753021,1.895936
109.779663,1.911008
109.806305,1.925069
109.832947,1.938425
109.859619,1.956551
109.886261,1.973244
109.912903,1.989112
109.939545,2.004852
109.966187,2.01895
109.992828,2.034343
110.01947,2.049319
110.046112,2.064083
110.072754,2.079938
110.099396,2.093735
110.126068,2.107858
110.15271,2.122835
110.179352,2.137273
110.205994,2.152617
110.232635,2.167526
110.259277,2.183425
110.285919,2.198739
110.312561,2.212882
110.339203,2.22886
110.365845,2.245945
110.392487,2.260646
110.419159,2.277175
110.445801,2.292268
110.472443,2.308704
110.499084,2.326963
110.525726,2.34297
110.552368,2.359149
110.57901,2.37607
110.605652,2.393566
110.632294,2.410199
110.658936,2.425819
110.685608,2.441545
110.71225,2.455585
110.738892,2.470888
110.765533,2.486424
110.792175,2.502128
110.818817,2.519137
110.845459,2.536788
110.872101,2.555441
110.898743,2.572836
110.925385,2.589771
110.952026,2.607095
110.978699,2.625626
111.005341,2.643053
111.031982,2.6609
111.058624,2.679456
111.085266,2.698754
111.111908,2.717276
111.13855,2.735307
111.165192,2.75437
111.191833,2.771601
111.218475,2.788201
111.245117,2.806723
111.27179,2.825864
111.298431,2.844594
111.325073,2.864381
111.351715,2.884778
111.378357,2.905425
111.404999,2.92302
111.431641,2.94046
111.458282,2.959213
111.484924,2.979146
111.511566,2.998755
111.538239,3.018576
111.56488,3.041234
111.591522,3.063805
111.618164,3.086325
111.644806,3.10682
111.671448,3.127248
111.69809,3.149176
111.724731,3.171384
111.751373,3.193327
111.778015,3.216797
111.804657,3.240077
111.831329,3.262497
111.857971,3.284826
111.884613,3.30755
111.911255,3.330253
111.937897,3.351647
111.964539,3.374417
111.99118,3.396587
112.017822,3.42012
112.044464,3.443204
112.071106,3.465475
112.097778,3.490036
112.12442,3.512773
112.151062,3.536966
112.177704,3.561597
112.204346,3.586361
112.230988,3.612192
112.257629,3.636183
112.284271,3.660558
112.310913,3.685033
112.337555,3.71009
112.364197,3.737281
112.390869,3.763373
112.417511,3.788471
112.444153,3.815168
112.470795,3.842749
112.497437,3.870811
112.524078,3.898118
112.55072,3.92538
112.577362,3.952965
112.604004,3.979423
112.630646,4.007667
112.657318,4.035499
112.68396,4.064894
112.710602,4.094625
112.737244,4.122777
112.763885,4.152621
112.790527,4.182609
112.817169,4.212718
112.843811,4.240526
112.870453,4.265708
112.897095,4.293199
112.923737,4.320923
112.950409,4.35003
112.977051,4.380051
113.003693,4.411996
113.030334,4.446064
113.056976,4.477919
113.083618,4.509563
113.11026,4.539836
113.136902,4.569625
113.163544,4.600198
113.190186,4.6308
113.216858,4.662492
113.2435,4.696058
113.270142,4.730531
113.296783,4.765422
113.323425,4.798651
113.350067,4.832051
113.376709,4.867898
113.403351,4.901824
113.429993,4.935384
113.456635,4.969326
113.483276,5.003223
113.509949,5.039032
113.536591,5.073224
113.563232,5.106442
113.589874,5.140344
113.616516,5.175738
113.643158,5.210893
113.6698,5.244241
113.696442,5.276448
113.723083,5.311042
113.749725,5.346541
113.776398,5.380915
113.80304,5.416267
113.829681,5.449936
113.856323,5.484007
113.882965,5.520601
113.909607,5.558892
113.936249,5.594979
113.962891,5.631593
113.989532,5.668324
114.016174,5.704977
114.042816,5.740518
114.069489,5.77409
114.09613,5.80744
114.122772,5.842498
114.149414,5.879825
114.176056,5.916849
114.202698,5.953744
114.22934,5.993639
114.255981,6.034255
114.282623,6.074609
114.309265,6.11171
114.335938,6.148366
114.362579,6.1854
114.389221,6.221585
114.415863,6.258582
114.442505,6.296006
114.469147,6.333645
114.495789,6.372725
114.52243,6.411825
114.549072,6.449207
114.575714,6.484337
114.602356,6.519666
114.629028,6.55694
114.65567,6.592624
114.682312,6.629931
114.708954,6.66911
114.735596,6.708831
114.762238,6.748373
114.788879,6.787159
114.815521,6.82445
114.842163,6.861492
114.868805,6.90148
114.895477,6.939275
114.922119,6.976075
114.948761,7.015008
114.975403,7.054425
115.002045,7.092445
115.028687,7.128423
115.055328,7.165126
115.08197,7.204022
115.108612,7.242827
115.135254,7.27962
115.161896,7.31786
115.188568,7.357758
115.21521,7.395245
115.241852,7.431624
115.268494,7.467746
115.295135,7.504982
115.321777,7.542562
115.348419,7.578335
115.375061,7.612969
115.401703,7.648457
115.428345,7.684689
115.455017,7.720929
115.481659,7.756659
115.508301,7.793717
115.534943,7.830825
115.561584,7.869256
115.588226,7.908035
115.614868,7.94561
115.64151,7.983588
115.668152,8.022911
115.694794,8.062078
115.721436,8.097829
115.748108,8.133108
115.77475,8.167721
115.801392,8.201202
115.828033,8.233812
115.854675,8.266994
115.881317,8.302535
115.907959,8.338796
115.934601,8.375441
115.961243,8.412342
115.987885,8.448253
116.014557,8.484489
116.041199,8.519593
116.067841,8.552469
116.094482,8.585436
116.121124,8.617509
116.147766,8.648332
116.174408,8.678783
116.20105,8.709809
116.227692,8.742864
116.254333,8.777933
116.280975,8.812799
116.307648,8.846512
116.33429,8.880315
116.360931,8.915855
116.387573,8.948894
116.414215,8.976274
116.440857,9.004213
116.467499,9.034241
116.494141,9.064054
116.520782,9.091379
116.547424,9.117382
116.574097,9.145848
116.600739,9.176711
116.62738,9.207706
116.654022,9.237695
116.680664,9.26803
116.707306,9.299142
116.733948,9.328609
116.76059,9.35648
116.787231,9.385228
116.813873,9.415798
116.840515,9.445179
116.867188,9.473276
116.893829,9.502374
116.920471,9.531834
116.947113,9.558401
116.973755,9.583576
117.000397,9.607865
117.027039,9.632213
117.05368,9.658179
117.080322,9.683305
117.106964,9.709169
117.133636,9.733319
117.160278,9.757249
117.18692,9.782966
117.213562,9.808209
117.240204,9.833406
117.266846,9.858669
117.293488,9.884346
117.320129,9.90987
117.346771,9.935487
117.373413,9.959577
117.400055,9.982048
117.426727,10.005623
117.453369,10.028076
117.480011,10.048326
117.506653,10.06878
117.533295,10.090581
117.559937,10.112884
117.586578,10.133706
117.61322,10.155389
117.639862,10.178057
117.666504,10.199955
117.693176,10.220992
117.719818,10.2397
117.74646,10.25877
117.773102,10.279816
117.799744,10.299872
117.826385,10.317268
117.853027,10.334208
117.879669,10.352491
117.906311,10.370844
117.932953,10.388423
117.959595,10.406423
117.986267,10.423802
118.012909,10.440892
118.039551,10.458711
118.066193,10.475748
118.092834,10.491858
118.119476,10.507906
118.146118,10.523353
118.17276,10.538104
118.199402,10.553403
118.226044,10.568485
118.252716,10.583472
118.279358,10.596723
118.306,10.609688
118.332642,10.623926
118.359283,10.637185
118.385925,10.649315
118.412567,10.661745
118.439209,10.674712
118.465851,10.687045
118.492493,10.697695
118.519135,10.707938
118.545807,10.719234
118.572449,10.729489
118.599091,10.740692
118.625732,10.751294
118.652374,10.761151
118.679016,10.772285
118.705658,10.782874
118.7323,10.793981
118.758942,10.804191
118.785583,10.813444
118.812256,10.823299
118.838898,10.832188
118.86554,10.839295
118.892181,10.845171
118.918823,10.851663
118.945465,10.856267
118.972107,10.859425
118.998749,10.863809
119.025391,10.868077
119.052032,10.87326
119.078674,10.878981
119.105347,10.885083
119.131989,10.892885
119.15863,10.900276
119.185272,10.906011
119.211914,10.91019
119.238556,10.913284
119.265198,10.916432
119.29184,10.919222
119.318481,10.919422
119.345123,10.918253
119.371796,10.918725
119.398438,10.919093
119.425079,10.920048
119.451721,10.919164
119.478363,10.91853
119.505005,10.919974
119.531647,10.920337
119.558289,10.921649
119.58493,10.921617
119.611572,10.918531
119.638214,10.916811
119.664886,10.914817
119.691528,10.915036
119.71817,10.916321
119.744812,10.914351
119.771454,10.911547
119.798096,10.907085
119.824738,10.90259
119.851379,10.897903
119.878021,10.89228
119.904663,10.885071
119.931305,10.878453
119.957977,10.874297
119.984619,10.867988
120.011261,10.859723
120.037903,10.850694
120.064545,10.841854
120.091187,10.834506
120.117828,10.828705
120.14447,10.822755
120.171112,10.814084
120.197754,10.804873
120.224426,10.79625
120.251068,10.78875
120.27771,10.780562
120.304352,10.769775
120.330994,10.761024
120.357635,10.754031
120.384277,10.745666
120.410919,10.735207
120.437561,10.721189
120.464203,10.707349
120.490845,10.693104
120.517517,10.676218
120.544159,10.659975
120.570801,10.643994
120.597443,10.628882
120.624084,10.615879
120.650726,10.603614
120.677368,10.591975
120.70401,10.578954
120.730652,10.564169
120.757294,10.549776
120.783966,10.532897
120.810608,10.514807
120.83725,10.495659
120.863892,10.478153
120.890533,10.463181
120.917175,10.445588
120.943817,10.427799
120.970459,10.411817
120.997101,10.396188
121.023743,10.37884
121.050385,10.357398
121.077057,10.338211
121.103699,10.319999
121.130341,10.299277
121.156982,10.278962
121.183624,10.256861
121.210266,10.234569
121.236908,10.212713
121.26355,10.190872
121.290192,10.171223
121.316833,10.149261
121.343506,10.127827
121.370148,10.106836
121.39679,10.084302
121.423431,10.06181
121.450073,10.03702
121.476715,10.013282
121.503357,9.991282
121.529999,9.967084
121.556641,9.941816
121.583282,9.916481
121.609924,9.891646
121.636597,9.86749
121.663239,9.84255
121.68988,9.817145
121.716522,9.793469
121.743164,9.768497
121.769806,9.744951
121.796448,9.719753
121.82309,9.692501
121.849731,9.667279
121.876373,9.642562
121.903046,9.616501
121.929688,9.58821
121.956329,9.558706
121.982971,9.532605
122.009613,9.506821
122.036255,9.479632
122.062897,9.450824
122.089539,9.423725
122.11618,9.398508
122.142822,9.369418
122.169464,9.338926
122.196136,9.308976
122.222778,9.280379
122.24942,9.250891
122.276062,9.220037
122.302704,9.192363
122.329346,9.164059
122.355988,9.133245
122.382629,9.102314
122.409271,9.072119
122.435913,9.042417
122.462585,9.011961
122.489227,8.98043
122.515869,8.949435
122.542511,8.919487
122.569153,8.890043
122.595795,8.861484
122.622437,8.832023
122.649078,8.802484
122.67572,8.774184
122.702362,8.745749
122.729004,8.714698
122.755676,8.681201
122.782318,8.648906
122.80896,8.619522
122.835602,8.588349
122.862244,8.557217
122.888885,8.528419
122.915527,8.497648
122.942169,8.466967
122.968811,8.433604
122.995453,8.401844
123.022125,8.369268
123.048767,8.334684
123.075409,8.303004
123.102051,8.272167
123.128693,8.239949
123.155334,8.208473
123.181976,8.178458
123.208618,8.147585
123.23526,8.113943
123.261902,8.080913
123.288544,8.04883
123.315216,8.017254
123.341858,7.984912
123.3685,7.952507
123.395142,7.9205
123.421783,7.890437
123.448425,7.860465
123.475067,7.828023
123.501709,7.797229
123.528351,7.767528
123.554993,7.737312
123.581665,7.706404
123.608307,7.674975
123.634949,7.643955
123.661591,7.612921
123.688232,7.580963
123.714874,7.549009
123.741516,7.517349
123.768158,7.484616
123.7948,7.453164
123.821442,7.424354
123.848083,7.394117
123.874756,7.363636
123.901398,7.333892
123.92804,7.305662
123.954681,7.276828
123.981323,7.246982
124.007965,7.217444
124.034607,7.18854
124.061249,7.159107
124.087891,7.128408
124.114532,7.097554
124.141205,7.068756
124.167847,7.038707
124.194489,7.006627
124.22113,6.977108
124.247772,6.948449
124.274414,6.92136
124.301056,6.890729
124.327698,6.86068
124.35434,6.832378
124.380981,6.802878
124.407623,6.774953
124.434296,6.747229
124.460938,6.718709
124.487579,6.688745
124.514221,6.661332
124.540863,6.635083
124.567505,6.606583
124.594147,6.578769
124.620789,6.55261
124.64743,6.525586
124.674072,6.49893
124.700745,6.471112
124.727386,6.444603
124.754028,6.418576
124.78067,6.392121
124.807312,6.366897
124.833954,6.339472
124.860596,6.3135
124.887238,6.287331
124.913879,6.260109
124.940521,6.235122
124.967163,6.209917
124.993835,6.185391
125.020477,6.162514
125.047119,6.137146
125.073761,6.111044
125.100403,6.085993
125.127045,6.061257
125.153687,6.036057
125.180328,6.010322
125.20697,5.986592
125.233612,5.964107
125.260284,5.943209
125.286926,5.919788
125.313568,5.896819
125.34021,5.873486
125.366852,5.851602
125.393494,5.82914
125.420135,5.805286
125.446777,5.782142
125.473419,5.759703
125.500061,5.739069
125.526703,5.718502
125.553375,5.697366
125.580017,5.675562
125.606659,5.65409
125.633301,5.631416
125.659943,5.609069
125.686584,5.588191
125.713226,5.567483
125.739868,5.545186
125.76651,5.525683
125.793152,5.506338
125.819824,5.486947
125.846466,5.466348
125.873108,5.448514
125.89975,5.430467
125.926392,5.413173
125.953033,5.397121
125.979675,5.379787
126.006317,5.364227
126.032959,5.346841
126.059601,5.328179
126.086243,5.306341
126.112915,5.285568
126.139557,5.266177
126.166199,5.246905
126.192841,5.228123
126.219482,5.213151
126.246124,5.199466
126.272766,5.183545
126.299408,5.166103
126.32605,5.150624
126.352692,5.134637
126.379364,5.118484
126.406006,5.100552
126.432648,5.083308
126.45929,5.067986
126.485931,5.051595
126.512573,5.036737
126.539215,5.019545
126.565857,5.00622
126.592499,4.993727
126.619141,4.979002
126.645782,4.962893
126.672455,4.948607
126.699097,4.933828
126.725739,4.917747
126.75238,4.901206
126.779022,4.884995
126.805664,4.87156
126.832306,4.857147
126.858948,4.842373
126.88559,4.826369
126.912231,4.815372
126.938904,4.803908
126.965546,4.793776
126.992188,4.782996
127.018829,4.770161
127.045471,4.761457
127.072113,4.750674
127.098755,4.737802
127.125397,4.724737
127.152039,4.711304
127.17868,4.697842
127.205322,4.684617
127.231995,4.671184
127.258636,4.658813
127.285278,4.649238
127.31192,4.640521
127.338562,4.633478
127.365204,4.626228
127.391846,4.617327
127.418488,4.606337
127.445129,4.595099
127.471771,4.584054
127.498444,4.572435
127.525085,4.55982
127.551727,4.551142
127.578369,4.544696
127.605011,4.536994
127.631653,4.528488
127.658295,4.520475
127.684937,4.512248
127.711578,4.503066
127.73822,4.492201
127.764862,4.483176
127.791534,4.473593
127.818176,4.461606
127.844818,4.450283
127.87146,4.439454
127.898102,4.428753
127.924744,4.419737
127.951385,4.411842
127.978027,4.404818
128.004669,4.400058
128.031311,4.394389
128.057983,4.388442
128.084625,4.382546
128.111267,4.375949
128.137909,4.366036
128.164551,4.356643
128.191193,4.348106
128.217834,4.342211
128.244476,4.335843
128.271118,4.327386
128.29776,4.322362
128.324402,4.318406
128.351074,4.314521
128.377716,4.308009
128.404358,4.301076
128.431,4.29678
128.457642,4.291036
128.484283,4.283805
128.510925,4.276124
128.537567,4.269468
128.564209,4.263318
128.590851,4.255324
128.617493,4.248612
128.644165,4.241581
128.670807,4.235394
128.697449,4.230666
128.724091,4.224846
128.750732,4.221035
128.777374,4.218309
128.804016,4.215556
128.830658,4.212965
128.8573,4.206583
128.883942,4.19968
128.910614,4.19331
128.937256,4.185169
128.963898,4.179086
128.99054,4.17485
129.017181,4.170996
129.043823,4.168997
129.070465,4.166844
129.097107,4.163963
129.123749,4.159697
129.150391,4.152986
129.177032,4.148251
129.203705,4.141311
129.230347,4.134746
129.256989,4.13005
129.28363,4.125875
129.310272,4.121852
129.336914,4.119249
129.363556,4.118439
129.390198,4.117251
129.41684,4.113964
129.443481,4.111168
129.470154,4.110392
129.496796,4.110586
129.523438,4.104841
129.550079,4.097842
129.576721,4.096466
129.603363,4.093916
129.630005,4.088714
129.656647,4.08225
129.683319,4.079181
129.70993,4.078332
129.736603,4.075527
129.763214,4.070889
129.789886,4.06839
129.816498,4.066143
129.84317,4.060849
129.869781,4.056346
129.896454,4.054338
129.923126,4.054066
129.949738,4.052441
129.97641,4.049958
130.003021,4.049975
130.029694,4.049775
130.056305,4.04722
130.082977,4.043956
130.109589,4.040114
130.136261,4.039968
130.162933,4.040353
130.189545,4.0383
130.216217,4.036142
130.242828,4.033337
130.269501,4.029529
130.296112,4.026576
130.322784,4.0226
130.349396,4.020859
130.376068,4.018906
130.402679,4.017967
130.429352,4.016064
130.456024,4.014268
130.482635,4.012917
130.509308,4.011632
130.535919,4.011395
130.562592,4.011169
130.589203,4.011452
130.615875,4.00947
130.642487,4.009006
130.669159,4.008732
130.69577,4.007096
130.722443,4.005903
130.749115,4.0057
130.775726,4.004943
130.802399,4.002994
130.82901,4.001919
130.855682,4.001663
130.882294,3.999646
130.908966,3.996241
130.935577,3.995837
130.96225,3.996848
130.988861,3.995107
131.015533,3.992392
131.042206,3.99083
131.068817,3.991009
131.09549,3.991511
131.122101,3.994225
131.148773,3.993247
131.175385,3.994616
131.202057,3.994981
131.228668,3.994252
131.255341,3.993161
131.282013,3.990469
131.308624,3.989647
131.335297,3.989258
131.361908,3.989579
131.38858,3.990357
131.415192,3.990081
131.441864,3.988736
131.468475,3.988233
131.495148,3.987561
131.521759,3.986752
131.548431,3.982445
131.575104,3.981256
131.601715,3.979801
131.628387,3.982122
131.654999,3.98173
131.681671,3.98356
131.708282,3.9879
131.734955,3.990017
131.761566,3.990325
131.788239,3.989924
131.81485,3.989933
131.841522,3.989526
131.868195,3.990473
131.894806,3.989813
131.921478,3.990533
131.94809,3.993056
131.974762,3.992896
132.001373,3.991818
132.028046,3.992419
132.054657,3.991605
132.081329,3.991905
132.107941,3.990681
132.134613,3.98772
132.161285,3.987999
132.187897,3.987761
132.214569,3.990383
132.24118,3.990648
132.267853,3.991427
132.294464,3.993485
132.321136,3.996611
132.347748,3.996814
132.37442,3.995292
132.401093,3.993792
132.427704,3.990752
132.454376,3.990072
132.480988,3.988766
132.50766,3.987529
132.534271,3.988208
132.560944,3.989869
132.587555,3.99272
132.614227,3.993222
132.640839,3.994357
132.667511,3.996515
132.694183,3.995704
132.720795,3.999018
132.747467,3.998143
132.774078,3.997407
132.800751,3.999231
132.827362,4.002338
132.854034,4.003367
132.880646,4.004982
132.907318,4.004342
132.933929,4.005659
132.960602,4.008076
132.987274,4.007503
133.013885,4.007716
133.040558,4.007501
133.067169,4.010615
133.093842,4.013111
133.120453,4.016363
133.147125,4.017713
133.173737,4.020563
133.200409,4.020421
133.22702,4.020655
133.253693,4.020888
133.280365,4.020128
133.306976,4.018955
133.333649,4.021876
133.36026,4.024485
133.386932,4.025897
133.413544,4.027979
133.440216,4.029014
133.466827,4.032344
133.4935,4.033522
133.520111,4.037213
133.546783,4.04068
133.573456,4.043741
133.600067,4.045454
133.62674,4.046591
133.653351,4.046147
133.680023,4.047514
133.706635,4.046
133.733307,4.046609
133.759918,4.049455
133.786591,4.052638
133.813263,4.054784
133.839874,4.055739
133.866547,4.057903
133.893158,4.058819
133.91983,4.06037
133.946442,4.064515
133.973114,4.065812
133.999725,4.067657
134.026398,4.069691
134.053009,4.072699
134.079681,4.076427
134.106354,4.075142
134.132965,4.075609
134.159637,4.080248
134.186249,4.081807
134.212921,4.083876
134.239532,4.08467
134.266205,4.085516
134.292816,4.087456
134.319489,4.089575
134.3461,4.089877
134.372772,4.093695
134.399445,4.09583
134.426056,4.10014
134.452728,4.101616
134.47934,4.107749
134.506012,4.110023
134.532623,4.11039
134.559296,4.112039
134.585907,4.114191
134.612579,4.117631
134.639191,4.118935
134.665863,4.121992
134.692535,4.125913
134.719147,4.132432
134.745819,4.134365
134.77243,4.134876
134.799103,4.135075
134.825714,4.135098
134.852386,4.136672
134.878998,4.13504
134.90567,4.134687
134.932343,4.137902
134.958954,4.141019
134.985626,4.144095
135.012238,4.149267
135.03891,4.153888
135.065521,4.160827
135.092194,4.163211
135.118805,4.166788
135.145477,4.17018
135.172089,4.171583
135.198761,4.173496
135.225433,4.175116
